Sl.No,project_name,agency,State,approval_date,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,project_code,legacy_ocms_code,pmgid,cost_overrun_amount,cost_overrun_percent,expenditure_percent,remaining_cost,expenditure_progress_gap,planned_duration_months,approval_to_start_months,project_age_months,schedule_change_months,time_overrun_flag,cost_overrun_flag,project_size_category,low_progress_flag,spending_ahead_of_progress,expenditure_exceeds_revised_cost,extreme_cost_overrun,cost_risk,schedule_risk,progress_risk,financial_risk,risk_score,risk_level,intervention_priority
1631,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH- 503A Package-I,National Highways Authority of India [NHAI],Punjab,2020-12-01,2022-06-01,2024-06-01,2026-12-01,857.91,1443.47,517.34,67.1,National Highways Authority of India [NHAI],618906,N24001643,585.5600000000001,68.25424578335723,35.84002438568173,926.13,-31.259975614318265,24.0,18.0,46.0,30.0,1,1,Medium,0,0,0,0,100,100,40,0,70.0,CRITICAL,18
545,Khagaria-Kusheshwar Asthan [42Km] new line project,East Central Railway [ECR] - I,Bihar,2019-04-01,1998-12-01,2024-12-01,2027-03-01,614.0,1384.16,491.2,55.7,East Central Railway [ECR] - I,705364,220100257,770.1600000000001,125.43322475570034,35.487226910183786,892.96,-20.212773089816217,312.0,-244.0,328.0,27.0,1,1,Medium,0,0,0,1,100,100,40,0,70.0,CRITICAL,18
1965,Nardave Medium Irrigation Project,Department of water resources-MH - II,Maharashtra,2009-04-01,2009-04-01,2019-12-01,2026-06-01,211.46,781.85,626.06,72.59,Department of water resources-MH - II,701398,-,570.39,269.7389577225007,80.07418302743491,155.79000000000008,7.484183027434909,128.0,0.0,204.0,78.0,1,1,Small,0,0,0,1,100,100,40,0,70.0,CRITICAL,18
987,4L of Siwan- Masrakh section of Ram Janki Marg from Km 230.385 to Km 281.391 of NH-227A,National Highways Authority of India [NHAI],Bihar,2022-08-01,2024-11-01,2026-11-01,2028-11-01,1431.36,1927.04,190.58,10.07,National Highways Authority of India [NHAI],618926,-,495.68000000000006,34.63000223563604,9.889779143141814,1736.46,-0.1802208568581864,24.0,27.0,17.0,24.0,1,1,Large,1,0,0,0,75,75,100,0,70.0,CRITICAL,18
782,Joka-BBD Bag new metro project,RVNL - II,West Bengal,2010-03-01,2010-04-01,2026-12-01,2029-12-01,4835.0,10362.0,4932.47,51.0,RVNL - II,705730,N22000111,5527.0,114.31230610134438,47.60152480216175,5429.53,-3.398475197838252,200.0,1.0,192.0,36.0,1,1,Large,0,0,0,1,100,100,40,0,70.0,CRITICAL,18
956,Balance work - WB-10 Gandak Bridge Km 402.00 to Km 440.00 Devanpur - Kotwa,National Highways Authority of India [NHAI],Bihar,2021-11-01,2022-07-01,2024-01-01,2026-12-01,210.05,358.3,116.29,64.05,National Highways Authority of India [NHAI],618569,N24002063,148.25,70.57843370626041,32.45604242255094,242.01,-31.59395757744906,18.0,8.0,45.0,35.0,1,1,Small,0,0,0,0,100,100,40,0,70.0,CRITICAL,18
1950,"Subernarekha Multipurpose Project, Jharkhand",Department of Water Resources-JH,Jharkhand,2011-04-01,2012-01-01,2019-12-01,2026-03-01,3807.77,9579.58,5999.8,70.0,Department of Water Resources-JH,701376,-,5771.8099999999995,151.57979604860589,62.63113831712873,3579.7799999999997,-7.36886168287127,95.0,9.0,171.0,75.0,1,1,Large,0,0,0,1,100,100,40,0,70.0,CRITICAL,18
784,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,RVNL - II,West Bengal,2010-03-01,2010-03-01,2026-12-01,2030-12-01,2298.0,2734.0,393.02,17.0,RVNL - II,706777,N22000109,436.0,18.97302001740644,14.375274323335772,2340.98,-2.6247256766642284,201.0,0.0,193.0,48.0,1,1,Large,1,0,0,0,50,100,100,0,70.0,CRITICAL,18
168,Luhri Stage-I Hydro Electric Project [210 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Himachal Pradesh,2020-11-01,2020-11-01,2026-01-01,2030-02-01,1810.56,4681.64,1924.48,51.32,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602593,N18000279,2871.0800000000004,158.57414280664548,41.10696251740843,2757.1600000000003,-10.213037482591574,62.0,0.0,65.0,49.0,1,1,Large,0,0,0,1,100,100,40,0,70.0,CRITICAL,18
186,Rammam-III HEPP [3x40 MW],National Thermal Power Corporation [NTPC],West Bengal,2014-09-01,2014-09-01,2019-09-01,2029-03-01,1381.84,2865.56,1568.56,55.06,National Thermal Power Corporation [NTPC],602184,N18000178,1483.72,107.37277832455278,54.7383408478622,1297.0,-0.3216591521378049,60.0,0.0,139.0,114.0,1,1,Large,0,0,0,1,100,100,40,0,70.0,CRITICAL,18
1634,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar- Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH- 354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity],National Highways Authority of India [NHAI],Punjab,2021-03-01,2022-11-01,2024-10-01,2027-06-01,1641.75,1951.7,1007.55,32.47,National Highways Authority of India [NHAI],619200,-,309.95000000000005,18.87924470839044,51.62422503458522,944.15,19.154225034585224,23.0,20.0,41.0,32.0,1,1,Large,0,0,0,0,50,100,75,40,69.75,HIGH,33
469,Establishment of new GMC Koderma,"Medical Education, Ministry of Health and Family Welfare",Jharkhand,2023-09-01,2024-02-01,2026-08-01,,250.0,504.8,270.0,40.0,"Medical Education, Ministry of Health and Family Welfare",707021,-,254.8,101.92000000000002,53.486529318542,234.8,13.486529318541995,30.0,5.0,26.0,,0,1,Small,0,0,0,1,100,50,75,40,69.75,HIGH,33
622,DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS],Central Railway,Maharashtra,2019-01-01,2023-04-01,2026-12-01,2027-09-01,492.76,1170.83,519.29,25.0,Central Railway,400019,N22000514,678.0699999999999,137.60654273885865,44.35229708839029,651.54,19.352297088390287,44.0,51.0,36.0,9.0,1,1,Small,0,0,0,1,100,50,75,40,69.75,HIGH,33
1635,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km. 0.00 to Km. 37.7 including spur to Kharar with Ludhiana bypass of NH-205K Pkg-1,National Highways Authority of India [NHAI],Punjab,2021-05-01,2022-12-01,2024-12-01,2027-12-01,1368.91,1382.48,487.99,15.31,National Highways Authority of India [NHAI],619318,-,13.569999999999936,0.9912996471645276,35.298159828713615,894.49,19.988159828713613,24.0,19.0,40.0,36.0,1,1,Large,1,0,0,0,25,100,100,40,68.5,HIGH,36
758,Manoharabad-Kothapalli New Rail Line [151 km],South Central Railway [SCR] - II,Telangana,2016-07-01,2017-01-01,2027-03-01,2027-12-01,1160.0,2781.0,3040.86,72.01,South Central Railway [SCR] - II,705437,N22000032,1621.0,139.74137931034485,109.344120819849,-259.8600000000001,37.33412081984899,122.0,6.0,111.0,9.0,1,1,Large,0,1,1,1,100,50,40,75,66.25,HIGH,37
572,Anand Vihar-Tilak Bridge 3rd & 4th line,CAO/C/NR,Delhi,2013-03-01,2013-03-01,2023-03-01,2027-12-01,667.0,667.0,312.74,23.0,CAO/C/NR,705583,N22000281,0.0,0.0,46.88755622188906,354.26,23.887556221889056,120.0,0.0,157.0,57.0,1,0,Medium,1,1,0,0,0,100,100,75,66.25,HIGH,37
1970,"Subernarekha Project, Odisha","Department of Water Resources, River Development & GR",Odisha,1995-12-01,1998-01-01,2019-12-01,2026-03-01,3055.88,7023.19,8060.82,95.5,"Department of Water Resources, River Development & GR",701402,-,3967.309999999999,129.82545126117515,114.77434043504448,-1037.63,19.27434043504448,263.0,25.0,339.0,75.0,1,1,Large,0,0,1,1,100,100,0,40,66.0,HIGH,39
1963,Aruna Medium Irrigation Project,Department of water resources-MH - II,Maharashtra,2009-04-01,2010-01-01,2019-12-01,2025-12-01,210.45,1472.14,1734.71,98.1,Department of water resources-MH - II,701391,-,1261.69,599.52007602756,117.83593951662206,-262.56999999999994,19.735939516622068,119.0,9.0,195.0,72.0,1,1,Small,0,0,1,1,100,100,0,40,66.0,HIGH,39
663,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],Northeast Frontier Railway [NFR] - II,"Multi-States
(Assam,
Nagaland)",2015-08-01,2016-02-01,2025-03-01,2029-12-01,6663.0,6663.0,6282.3,43.0,Northeast Frontier Railway [NFR] - II,705392,N22000124,0.0,0.0,94.28635749662314,380.6999999999998,51.28635749662314,109.0,6.0,122.0,57.0,1,0,Mega,0,1,0,0,0,100,75,100,63.75,HIGH,41
604,Gadag-Wadi New Railway Line [257 km],South Western Railway [SWR] - II,Karnataka,2013-04-01,2017-08-01,2027-03-01,2027-12-01,2842.0,6700.0,1539.51,34.5,South Western Railway [SWR] - II,705490,N22000299,3858.0,135.74947220267418,22.97776119402985,5160.49,-11.52223880597015,115.0,52.0,104.0,9.0,1,1,Large,0,0,0,1,100,50,75,0,63.75,HIGH,41
490,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR,Employee's State Insurance Company [ESIC],Uttarakhand,2021-02-01,2021-12-01,2024-10-01,2026-03-01,102.4,297.63,334.86,84.0,Employee's State Insurance Company [ESIC],612259,-,195.23,190.65429687499997,112.50881967543596,-37.23000000000002,28.50881967543596,34.0,10.0,52.0,17.0,1,1,Small,0,1,1,1,100,75,0,75,63.75,HIGH,41
786,Rehabilitation and up-gradation and completion of balance work of section from Km 155.00 to Km 181.00 End of Jarwa to Rangat of NH -4 Total length 26 Km to Intermediate Lane/2-lane with hard shoulders in the UT of A&N Islands on EPC basis - Package-III.B Balance work,NHIDCL,"Andaman &
Nicobar",2018-02-01,2024-05-01,2025-10-01,2026-05-01,183.56,333.12,0.0,47.28,NHIDCL,619185,-,149.56,81.4774460666812,0.0,333.12,-47.28,17.0,75.0,23.0,7.0,1,1,Small,0,0,0,0,100,50,75,0,63.75,HIGH,41
387,Commercial Polymer Flooding Project in Bechraji field,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,2022-01-01,2022-01-01,2024-11-01,2027-05-01,621.4,739.02,222.8,42.0,Oil and Natural Gas Corporation Limited [ONGC],709838,N16000444,117.62,18.928226585130353,30.148033882709537,516.22,-11.851966117290466,34.0,0.0,51.0,30.0,1,1,Medium,0,0,0,0,50,100,75,0,63.75,HIGH,41
1617,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending at Kang Sahbu NH-703 via Sarmastpur NH-44 - Madara NH-03 - Khajurla NH-44,National Highways Authority of India [NHAI],Punjab,2021-03-01,2023-01-01,2025-01-01,2027-06-01,1754.84,2167.39,800.1,48.2,National Highways Authority of India [NHAI],618552,N24001637,412.5499999999999,23.509265802010436,36.915368253982905,1367.29,-11.284631746017098,24.0,22.0,39.0,29.0,1,1,Large,0,0,0,0,50,100,75,0,63.75,HIGH,41
787,Construction of Balance works of Major Bridge over Middle Strait Creek between Km.106.590 to km108.553 of NH-04 connecting South Andaman & Baratang Island in the Union Territory of Andaman & Nicobar Islands on EPC basis,NHIDCL,"Andaman &
Nicobar",2015-03-01,2024-05-01,2026-02-01,2026-12-01,262.96,371.88,0.0,12.64,NHIDCL,619186,-,108.92000000000002,41.420748402798914,0.0,371.88,-12.64,21.0,110.0,23.0,10.0,1,1,Small,1,0,0,0,75,50,100,0,62.5,HIGH,47
1210,4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur - KR Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275 Pkg. III,National Highways Authority of India [NHAI],Karnataka,2023-02-01,2025-04-01,2027-04-01,2027-07-01,883.62,1726.65,61.05,20.1,National Highways Authority of India [NHAI],618870,-,843.0300000000001,95.40639641474844,3.5357484145599862,1665.6,-16.564251585440015,24.0,26.0,12.0,3.0,1,1,Medium,1,0,0,0,100,25,100,0,62.5,HIGH,47
647,Byrnihat-Shillong New Rail Line- 108 km,Northeast Frontier Railway [NFR],Meghalaya,2011-04-01,2010-03-01,2021-03-01,2027-03-01,8324.28,8342.28,266.12,2.04,Northeast Frontier Railway [NFR],705396,-,18.0,0.2162349176144963,3.1900151996816213,8076.160000000001,1.1500151996816212,132.0,-13.0,193.0,72.0,1,1,Mega,1,0,0,0,25,100,100,0,62.5,HIGH,47
1109,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,National Highways Authority of India [NHAI],Himachal Pradesh,2022-03-01,2023-04-01,2026-04-01,2027-12-01,1703.48,2648.8,980.87,54.0,National Highways Authority of India [NHAI],618921,N24002049,945.3200000000002,55.49346044567592,37.03073089700997,1667.9300000000003,-16.969269102990033,36.0,13.0,36.0,20.0,1,1,Large,0,0,0,0,100,75,40,0,62.5,HIGH,47
660,Murkongselek-Pasighat,Northeast Frontier Railway [NFR] - II,"Multi-States
(Arunachal
Pradesh, Assam)",2011-02-01,2023-03-01,2025-03-01,2026-12-01,435.0,1250.0,853.0,68.0,Northeast Frontier Railway [NFR] - II,705401,N22000208,815.0,187.3563218390805,68.24,397.0,0.2399999999999948,24.0,145.0,37.0,21.0,1,1,Small,0,0,0,1,100,75,40,0,62.5,HIGH,47
1112,4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA,National Highways Authority of India [NHAI],Himachal Pradesh,2021-03-01,2022-05-01,2024-05-01,2026-09-01,1002.11,1363.04,537.04,60.06,National Highways Authority of India [NHAI],619153,N24001812,360.9299999999999,36.01700412130404,39.40016433853739,826.0,-20.659835661462616,24.0,14.0,47.0,28.0,1,1,Large,0,0,0,0,75,100,40,0,62.5,HIGH,47
678,Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl. Vadodara-Ahmedabad,PCE/WR,"Multi-States (Delhi,
Gujarat, Madhya
Pradesh,
Maharashtra,
Rajasthan)",2019-09-01,2019-09-01,2024-03-01,2026-03-01,6806.44,8095.12,9480.86,66.32,PCE/WR,705793,-,1288.6800000000003,18.933245573309986,117.1182144304223,-1385.7400000000007,50.798214430422306,54.0,0.0,79.0,24.0,1,1,Mega,0,1,1,0,50,75,40,100,62.5,HIGH,47
601,Yeshvanthpur - Channasandra Doubling Project [21.70 Km],Karnataka Rail Infrastructure Development Company Limited [K-RIDE],Karnataka,2019-04-01,2019-10-01,2024-03-01,2026-03-01,314.1,683.57,171.0,56.5,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],703585,N22000543,369.47,117.62814390321554,25.01572626066094,512.57,-31.48427373933906,53.0,6.0,78.0,24.0,1,1,Small,0,0,0,1,100,75,40,0,62.5,HIGH,47
1619,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga Jalandhar road NH-703 near Dharamkot from km 0.000 to km 39.000 of NH-754A Pkg-1,National Highways Authority of India [NHAI],Punjab,2021-03-01,2022-11-01,2024-11-01,2027-06-01,1229.38,1549.32,772.73,70.28,National Highways Authority of India [NHAI],618617,N24001640,319.9399999999998,26.02450015454943,49.87542922056128,776.5899999999999,-20.40457077943872,24.0,20.0,41.0,31.0,1,1,Large,0,0,0,0,75,100,40,0,62.5,HIGH,47
1611,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha to Junction with Jalandhar - Moga road NH-703 near Kang Sahibu village Km 260860 to km 303900,National Highways Authority of India [NHAI],Punjab,2020-12-01,2022-07-01,2024-07-01,2027-03-01,1851.47,2407.14,1348.9,73.26,National Highways Authority of India [NHAI],618489,N24001417,555.6699999999998,30.012368550395085,56.0374552373356,1058.2399999999998,-17.222544762664405,24.0,19.0,45.0,32.0,1,1,Large,0,0,0,0,75,100,40,0,62.5,HIGH,47
1249,Kottankulangara- Start of Kollam Bypass,National Highways Authority of India [NHAI],Kerala,2021-06-01,2022-04-01,2024-10-01,2027-03-01,2842.14,3680.49,895.86,73.89,National Highways Authority of India [NHAI],618607,N24001657,838.3499999999999,29.49713947940636,24.34078071126399,2784.6299999999997,-49.54921928873601,30.0,10.0,48.0,29.0,1,1,Large,0,0,0,0,75,100,40,0,62.5,HIGH,47
